Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession
SRR29851685,WGS,147.15,217123028,PRJNA1102327,SAMN42535321,Viral,71909930,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351819,USA,North America,USA,CATTLE,NextSeq 2000,24-018871-004,24-018871-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-018871-004,SRP503016,H5N1,milk,SRS22018949
SRR29851686,WGS,146.25,47556467,PRJNA1102327,SAMN42535341,Viral,16323764,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351817,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019634-002,24-019634-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-019634-002,SRP503016,H5N1,milk,SRS22018947
SRR29851687,WGS,144.65,36071184,PRJNA1102327,SAMN42535340,Viral,12229423,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351815,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019634-001,24-019634-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-019634-001,SRP503016,H5N1,milk,SRS22018945
SRR29851688,WGS,146.48,54397648,PRJNA1102327,SAMN42535339,Viral,18519711,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351813,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019481-002,24-019481-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-019481-002,SRP503016,H5N1,milk,SRS22018946
SRR29851689,WGS,146.21,60511226,PRJNA1102327,SAMN42535338,Viral,20768728,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351811,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019481-001,24-019481-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-019481-001,SRP503016,H5N1,milk,SRS22018943
SRR29851690,WGS,146.87,239062372,PRJNA1102327,SAMN42535320,Viral,79256807,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351809,USA,North America,USA,CATTLE,NextSeq 2000,24-018871-003,24-018871-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-018871-003,SRP503016,H5N1,milk,SRS22018942
SRR29851691,WGS,146.71,26176244,PRJNA1102327,SAMN42535337,Viral,8955721,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351807,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019381-015,24-019381-015-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-019381-015,SRP503016,H5N1,milk,SRS22018940
SRR29851692,WGS,146.95,33590017,PRJNA1102327,SAMN42535336,Viral,11542892,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351805,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019381-013,24-019381-013-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:16,2024-04-20T18:12:00Z,1,24-019381-013,SRP503016,H5N1,milk,SRS22018938
SRR29851693,WGS,146.18,30528600,PRJNA1102327,SAMN42535335,Viral,10586485,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351803,USA,North America,USA,CATTLE,Illumina iSeq 100,24-019381-001,24-019381-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019381-001,SRP503016,H5N1,milk,SRS22018935
SRR29851694,WGS,147.04,83504967,PRJNA1102327,SAMN42535334,Viral,28649862,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351801,USA,North America,USA,CHICKEN,Illumina iSeq 100,24-019377-002,24-019377-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019377-002,SRP503016,H5N1,swab,SRS22018931
SRR29851695,WGS,146.83,93337772,PRJNA1102327,SAMN42535333,Viral,32123398,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351799,USA,North America,USA,CHICKEN,Illumina iSeq 100,24-019377-001,24-019377-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019377-001,SRP503016,H5N1,swab,SRS22018932
SRR29851696,WGS,144.97,165837630,PRJNA1102327,SAMN42535332,Viral,58484258,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351797,USA,North America,USA,CATTLE,NextSeq 2000,24-019216-002,24-019216-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019216-002,SRP503016,H5N1,milk,SRS22018928
SRR29851697,WGS,145.84,115307709,PRJNA1102327,SAMN42535331,Viral,39701533,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351795,USA,North America,USA,CATTLE,NextSeq 2000,24-019214-003,24-019214-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019214-003,SRP503016,H5N1,milk,SRS22018926
SRR29851698,WGS,146.1,129720137,PRJNA1102327,SAMN42535330,Viral,45352482,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351793,USA,North America,USA,CATTLE,NextSeq 2000,24-019214-002,24-019214-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019214-002,SRP503016,H5N1,milk,SRS22018927
SRR29851699,WGS,145.0,166795830,PRJNA1102327,SAMN42535329,Viral,57982668,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351791,USA,North America,USA,CATTLE,NextSeq 2000,24-019167-001,24-019167-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019167-001,SRP503016,H5N1,milk,SRS22018923
SRR29851700,WGS,145.87,239828835,PRJNA1102327,SAMN42535328,Viral,79762718,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351789,USA,North America,USA,TURKEY,NextSeq 2000,24-019077-001,24-019077-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-019077-001,SRP503016,H5N1,OROPHARYNGEAL SWAB,SRS22018921
SRR29851701,WGS,147.04,215255595,PRJNA1102327,SAMN42535319,Viral,72105279,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351787,USA,North America,USA,CATTLE,NextSeq 2000,24-018871-002,24-018871-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:15,2024-04-20T18:12:00Z,1,24-018871-002,SRP503016,H5N1,milk,SRS22018918
SRR29851702,WGS,147.75,141057331,PRJNA1102327,SAMN42535318,Viral,47035798,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351785,USA,North America,USA,CATTLE,NextSeq 2000,24-018871-001,24-018871-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:14,2024-04-20T18:12:00Z,1,24-018871-001,SRP503016,H5N1,milk,SRS22018915
SRR29851676,WGS,146.56,206052302,PRJNA1122849,SAMN42535348,Viral,68545120,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351739,USA,North America,USA,HOUSE SPARROW,NextSeq 2000,24-018880-002,24-018880-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:14,2024-04-20T18:12:00Z,1,24-018880-002,SRP513512,H5N1,CLOACAL/OROPHARYNGEAL SWAB POOL,SRS22018871
SRR29851677,WGS,147.49,211859466,PRJNA1122849,SAMN42535347,Viral,70394995,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351737,USA,North America,USA,AMERICAN ROBIN,NextSeq 2000,24-018880-001,24-018880-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:14,2024-04-20T18:12:00Z,1,24-018880-001,SRP513512,H5N1,CLOACAL/OROPHARYNGEAL SWAB POOL,SRS22018869
SRR29851678,WGS,147.44,238554740,PRJNA1122849,SAMN42535346,Viral,79399046,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25351735,USA,North America,USA,AMERICAN ROBIN,NextSeq 2000,24-018879-003,24-018879-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-19 00:04:14,2024-04-20T18:12:00Z,1,24-018879-003,SRP513512,H5N1,CLOACAL/OROPHARYNGEAL SWAB POOL,SRS22018867
SRR29953194,WGS,147.46,264081011,PRJNA1102327,SAMN42762588,Viral,91657189,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443393,USA,North America,USA,Cattle,NextSeq 2000,24-019381-016,24-019381-016-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-019381-016,SRP503016,H5N1,milk,SRS22100283
SRR29953195,WGS,147.95,39269780,PRJNA1102327,SAMN42762662,Viral,13090317,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443392,USA,North America,USA,Cattle,Illumina iSeq 100,24-020284-010,24-020284-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-020284-010,SRP503016,H5N1,milk,SRS22100281
SRR29953196,WGS,148.19,42183710,PRJNA1102327,SAMN42762661,Viral,14249140,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443391,USA,North America,USA,Cattle,Illumina iSeq 100,24-020284-009,24-020284-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-020284-009,SRP503016,H5N1,milk,SRS22100280
SRR29953197,WGS,148.07,51219933,PRJNA1102327,SAMN42762660,Viral,17167919,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443390,USA,North America,USA,Cattle,Illumina iSeq 100,24-020284-001,24-020284-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-020284-001,SRP503016,H5N1,milk,SRS22100279
SRR29953198,WGS,147.41,50645057,PRJNA1102327,SAMN42762659,Viral,16947944,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443389,USA,North America,USA,Chicken,Illumina iSeq 100,24-020282-004,24-020282-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-020282-004,SRP503016,H5N1,tracheal swab,SRS22100278
SRR29953199,WGS,145.67,226222649,PRJNA1102327,SAMN42762587,Viral,77884379,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443388,USA,North America,USA,Cattle,NextSeq 2000,24-019381-012,24-019381-012-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-019381-012,SRP503016,H5N1,milk,SRS22100277
SRR29953200,WGS,147.21,60258531,PRJNA1102327,SAMN42762658,Viral,20078248,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443387,USA,North America,USA,Chicken,Illumina iSeq 100,24-020282-003,24-020282-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:02,2024-04-20T18:12:00Z,1,24-020282-003,SRP503016,H5N1,tracheal swab,SRS22100275
SRR29953201,WGS,146.74,48251756,PRJNA1102327,SAMN42762657,Viral,16307538,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443386,USA,North America,USA,Chicken,Illumina iSeq 100,24-020282-002,24-020282-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020282-002,SRP503016,H5N1,tracheal swab,SRS22100276
SRR29953202,WGS,146.96,50306694,PRJNA1102327,SAMN42762656,Viral,16857500,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443385,USA,North America,USA,Chicken,Illumina iSeq 100,24-020282-001,24-020282-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020282-001,SRP503016,H5N1,tracheal swab,SRS22100273
SRR29953203,WGS,145.99,41301464,PRJNA1102327,SAMN42762655,Viral,14019192,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443384,USA,North America,USA,Cattle,Illumina iSeq 100,24-020176-005,24-020176-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020176-005,SRP503016,H5N1,milk,SRS22100274
SRR29953204,WGS,146.08,38935329,PRJNA1102327,SAMN42762654,Viral,13145432,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443383,USA,North America,USA,Cattle,Illumina iSeq 100,24-020176-003,24-020176-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020176-003,SRP503016,H5N1,milk,SRS22100272
SRR29953205,WGS,144.5,32667373,PRJNA1102327,SAMN42762653,Viral,11180680,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443382,USA,North America,USA,Cattle,Illumina iSeq 100,24-020175-004,24-020175-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020175-004,SRP503016,H5N1,milk,SRS22100270
SRR29953206,WGS,145.62,60588940,PRJNA1102327,SAMN42762652,Viral,20321675,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443381,USA,North America,USA,Cattle,Illumina iSeq 100,24-020175-002,24-020175-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020175-002,SRP503016,H5N1,milk,SRS22100271
SRR29953207,WGS,119.74,71962523,PRJNA1102327,SAMN42762651,Viral,24422854,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443380,USA,North America,USA,Cattle,Illumina iSeq 100,24-020175-001,24-020175-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020175-001,SRP503016,H5N1,milk,SRS22100269
SRR29953208,WGS,145.41,41382583,PRJNA1102327,SAMN42762650,Viral,14031166,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443379,USA,North America,USA,Cattle,Illumina iSeq 100,24-020172-002,24-020172-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020172-002,SRP503016,H5N1,milk,SRS22100268
SRR29953209,WGS,143.84,58385213,PRJNA1102327,SAMN42762649,Viral,19653957,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443378,USA,North America,USA,Cattle,Illumina iSeq 100,24-020172-001,24-020172-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-020172-001,SRP503016,H5N1,milk,SRS22100266
SRR29953210,WGS,146.34,240848074,PRJNA1102327,SAMN42762586,Viral,82969877,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443377,USA,North America,USA,Cattle,NextSeq 2000,24-019381-007,24-019381-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:01,2024-04-20T18:12:00Z,1,24-019381-007,SRP503016,H5N1,milk,SRS22100267
SRR29953211,WGS,147.02,208549021,PRJNA1102327,SAMN42762648,Viral,69593644,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443376,USA,North America,USA,Cattle,NextSeq 2000,24-020027-007,24-020027-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-020027-007,SRP503016,H5N1,milk,SRS22100265
SRR29953212,WGS,146.83,264278311,PRJNA1102327,SAMN42762647,Viral,87989742,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443375,USA,North America,USA,Cattle,NextSeq 2000,24-020027-006,24-020027-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-020027-006,SRP503016,H5N1,milk,SRS22100264
SRR29953213,WGS,147.27,256780230,PRJNA1102327,SAMN42762646,Viral,85925380,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443374,USA,North America,USA,Cattle,NextSeq 2000,24-020027-005,24-020027-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-020027-005,SRP503016,H5N1,milk,SRS22100263
SRR29953214,WGS,147.6,269718280,PRJNA1102327,SAMN42762645,Viral,90786892,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443373,USA,North America,USA,Cattle,NextSeq 2000,24-020027-001,24-020027-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-020027-001,SRP503016,H5N1,milk,SRS22100261
SRR29953215,WGS,147.56,214931257,PRJNA1102327,SAMN42762644,Viral,72517387,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443372,USA,North America,USA,Cattle,NextSeq 2000,24-019981-001,24-019981-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-019981-001,SRP503016,H5N1,milk,SRS22100262
SRR29953216,WGS,148.77,188826504,PRJNA1102327,SAMN42762643,Viral,63332619,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443371,USA,North America,USA,Cattle,NextSeq 2000,24-019890-007,24-019890-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-019890-007,SRP503016,H5N1,milk,SRS22100260
SRR29953217,WGS,147.68,213574581,PRJNA1102327,SAMN42762642,Viral,72001531,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443370,USA,North America,USA,Cattle,NextSeq 2000,24-019890-006,24-019890-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-019890-006,SRP503016,H5N1,milk,SRS22100259
SRR29953218,WGS,146.04,286553256,PRJNA1102327,SAMN42762641,Viral,95646686,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443369,USA,North America,USA,Cattle,NextSeq 2000,24-019890-005,24-019890-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-019890-005,SRP503016,H5N1,milk,SRS22100258
SRR29953219,WGS,147.36,249377239,PRJNA1102327,SAMN42762640,Viral,83310368,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443368,USA,North America,USA,Cattle,NextSeq 2000,24-019890-004,24-019890-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-019890-004,SRP503016,H5N1,milk,SRS22100257
SRR29953220,WGS,147.38,266239012,PRJNA1102327,SAMN42762639,Viral,89937891,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443367,USA,North America,USA,Cattle,NextSeq 2000,24-019890-002,24-019890-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:04:00,2024-04-20T18:12:00Z,1,24-019890-002,SRP503016,H5N1,milk,SRS22100256
SRR29953221,WGS,146.86,278806417,PRJNA1102327,SAMN42762585,Viral,96782537,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443366,USA,North America,USA,Cattle,NextSeq 2000,24-019381-006,24-019381-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019381-006,SRP503016,H5N1,milk,SRS22100255
SRR29953222,WGS,147.41,294323706,PRJNA1102327,SAMN42762638,Viral,98032773,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443365,USA,North America,USA,Cattle,NextSeq 2000,24-019886-010,24-019886-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019886-010,SRP503016,H5N1,milk,SRS22100252
SRR29953223,WGS,147.71,210602691,PRJNA1102327,SAMN42762637,Viral,70961808,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443364,USA,North America,USA,Cattle,NextSeq 2000,24-019886-009,24-019886-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019886-009,SRP503016,H5N1,milk,SRS22100253
SRR29953224,WGS,147.41,223907188,PRJNA1102327,SAMN42762636,Viral,75326890,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443363,USA,North America,USA,Cattle,NextSeq 2000,24-019886-006,24-019886-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019886-006,SRP503016,H5N1,milk,SRS22100254
SRR29953225,WGS,147.11,259822843,PRJNA1102327,SAMN42762635,Viral,87267300,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443362,USA,North America,USA,Cattle,NextSeq 2000,24-019886-005,24-019886-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019886-005,SRP503016,H5N1,milk,SRS22100251
SRR29953226,WGS,147.36,198460179,PRJNA1102327,SAMN42762634,Viral,66586086,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443361,USA,North America,USA,Cattle,NextSeq 2000,24-019886-004,24-019886-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019886-004,SRP503016,H5N1,milk,SRS22100249
SRR29953227,WGS,147.62,248663505,PRJNA1102327,SAMN42762633,Viral,83454609,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX25443360,USA,North America,USA,Cattle,NextSeq 2000,24-019886-003,24-019886-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-07-26 00:03:59,2024-04-20T18:12:00Z,1,24-019886-003,SRP503016,H5N1,milk,SRS22100250
